round,domain,train_loss,kl_loss,acc
0,photo,1.0776331424713135,0.009882008656859398,0.5519287833827893
0,art_painting,1.8468867540359497,0.010914391838014126,0.29683698296836986
0,cartoon,0.9538660645484924,0.008930757641792297,0.4734607218683652
0,sketch,1.0584887266159058,0.009733454324305058,0.5926395939086294
1,photo,0.8047814965248108,0.4007183313369751,0.5875370919881305
1,art_painting,1.4480866193771362,0.5314792394638062,0.31630170316301703
1,cartoon,0.5230547785758972,0.13831773400306702,0.5690021231422505
1,sketch,0.6409884095191956,0.2183019071817398,0.7157360406091371
2,photo,0.4934770166873932,0.4042016863822937,0.6142433234421365
2,art_painting,1.2162847518920898,0.7268242239952087,0.29927007299270075
2,cartoon,0.30037617683410645,0.24122507870197296,0.5753715498938429
2,sketch,0.4175533056259155,0.3130210041999817,0.7461928934010152
3,photo,0.36147770285606384,0.36564406752586365,0.6053412462908012
3,art_painting,0.8900386691093445,0.7163195013999939,0.31386861313868614
3,cartoon,0.21322201192378998,0.21971523761749268,0.6093418259023354
3,sketch,0.3355904817581177,0.3049781322479248,0.748730964467005
4,photo,0.2452147901058197,0.3047666847705841,0.6112759643916914
4,art_painting,0.7544450163841248,0.6131824851036072,0.3260340632603406
4,cartoon,0.16314004361629486,0.17064502835273743,0.6072186836518046
4,sketch,0.2765392065048218,0.3005374073982239,0.7715736040609137
5,photo,0.22860078513622284,0.33642464876174927,0.6083086053412463
5,art_painting,0.45415398478507996,0.6079330444335938,0.3333333333333333
5,cartoon,0.15526007115840912,0.19930660724639893,0.5859872611464968
5,sketch,0.2392749935388565,0.3037509620189667,0.7588832487309645
6,photo,0.18039247393608093,0.3379925787448883,0.6231454005934718
6,art_painting,0.4367125630378723,0.647581934928894,0.35523114355231145
6,cartoon,0.14519003033638,0.19922757148742676,0.5923566878980892
6,sketch,0.22761408984661102,0.3067007064819336,0.751269035532995
7,photo,0.1824895143508911,0.337060809135437,0.6172106824925816
7,art_painting,0.41273990273475647,0.578639805316925,0.3260340632603406
7,cartoon,0.13426536321640015,0.20180287957191467,0.5711252653927813
7,sketch,0.24365292489528656,0.3168984055519104,0.7677664974619289
8,photo,0.17640703916549683,0.34167057275772095,0.6231454005934718
8,art_painting,0.3529552221298218,0.5350357890129089,0.29927007299270075
8,cartoon,0.10787559300661087,0.21318580210208893,0.6220806794055201
8,sketch,0.2515681982040405,0.2885388731956482,0.7576142131979695
9,photo,0.1633450984954834,0.29131263494491577,0.6053412462908012
9,art_painting,0.30713576078414917,0.5389847159385681,0.29927007299270075
9,cartoon,0.10615936666727066,0.22914950549602509,0.5711252653927813
9,sketch,0.2048521488904953,0.3138647973537445,0.7791878172588832
10,photo,0.20203599333763123,0.3285447657108307,0.5934718100890207
10,art_painting,0.6442857980728149,0.5297420620918274,0.32116788321167883
10,cartoon,0.09276267141103745,0.22766882181167603,0.6029723991507431
10,sketch,0.2251928299665451,0.3157244324684143,0.7601522842639594
