round,domain,train_loss,kl_loss,acc
0,caltech,2.1050612926483154,0.010269350372254848,0.22074074074074077
0,amazon,1.6043024063110352,0.00843030121177435,0.3671875
0,webcam,1.6361334323883057,0.009400985203683376,0.4827586206896552
0,dslr,2.226864814758301,0.0015174985164776444,0.23387096774193547
1,caltech,1.4701670408248901,0.8546324968338013,0.2948148148148148
1,amazon,0.7491007447242737,0.8377115726470947,0.5416666666666667
1,webcam,0.33865559101104736,0.9218182563781738,0.6206896551724138
1,dslr,3.790257215499878,2.004230499267578,0.20161290322580644
2,caltech,0.9826208353042603,0.9824032187461853,0.36592592592592593
2,amazon,0.4289376437664032,0.8997132182121277,0.5885416666666666
2,webcam,0.17136427760124207,1.0053266286849976,0.603448275862069
2,dslr,1.5508497953414917,1.2673494815826416,0.22580645161290322
3,caltech,0.7222070097923279,0.9478162527084351,0.3703703703703704
3,amazon,0.32881543040275574,0.9365655779838562,0.5755208333333334
3,webcam,0.07596977800130844,1.0859800577163696,0.6896551724137931
3,dslr,0.5028187036514282,1.3264821767807007,0.23387096774193547
4,caltech,0.5947582721710205,1.0443391799926758,0.35703703703703704
4,amazon,0.2339279055595398,0.9777495861053467,0.5546875
4,webcam,0.021367147564888,1.1167817115783691,0.603448275862069
4,dslr,0.2958282232284546,1.5124822854995728,0.25806451612903225
5,caltech,0.34328246116638184,1.057208776473999,0.3837037037037037
5,amazon,0.17440082132816315,0.9567736387252808,0.609375
5,webcam,0.014288464561104774,1.254942536354065,0.6724137931034483
5,dslr,0.17819730937480927,1.5330194234848022,0.29838709677419356
6,caltech,0.34614884853363037,1.096726655960083,0.365925925925926
6,amazon,0.1296186000108719,0.9417813420295715,0.5807291666666667
6,webcam,0.015799613669514656,1.2553311586380005,0.6379310344827587
6,dslr,0.11133591085672379,1.5976427793502808,0.3064516129032258
7,caltech,0.38471564650535583,1.0993084907531738,0.3674074074074074
7,amazon,0.09884501248598099,0.9717445969581604,0.5885416666666667
7,webcam,0.01207407284528017,1.253220558166504,0.603448275862069
7,dslr,0.1159725934267044,1.668755054473877,0.31451612903225806
8,caltech,0.22761720418930054,1.1135557889938354,0.3718518518518518
8,amazon,0.08330589532852173,1.0002672672271729,0.6119791666666667
8,webcam,0.00845054816454649,1.2843043804168701,0.6896551724137931
8,dslr,0.09679701924324036,1.7626030445098877,0.31451612903225806
9,caltech,0.23909839987754822,1.1213260889053345,0.3718518518518518
9,amazon,0.10039637982845306,0.9861661195755005,0.6067708333333334
9,webcam,0.01202339306473732,1.2859587669372559,0.6724137931034483
9,dslr,0.12184442579746246,1.752943515777588,0.3548387096774193
10,caltech,0.19792810082435608,1.0890189409255981,0.37333333333333335
10,amazon,0.09000024944543839,0.9673430323600769,0.6041666666666666
10,webcam,0.01009855605661869,1.2460143566131592,0.6896551724137931
