round,domain,train_loss,kl_loss,acc
0,photo,1.7128766775131226,0.011219417676329613,0.4223541048466865
0,art_painting,1.8663239479064941,0.010112211108207703,0.21776155717761558
0,cartoon,1.037345290184021,0.008931297808885574,0.4713375796178344
0,sketch,1.5171756744384766,0.010079693980515003,0.39435279187817257
1,photo,1.2079824209213257,1.0914963483810425,0.5252225519287834
1,art_painting,1.6709182262420654,1.0326684713363647,0.3017031630170316
1,cartoon,0.7156205177307129,1.2845205068588257,0.49469214437367304
1,sketch,1.299699306488037,1.8427997827529907,0.5006345177664975
2,photo,1.0496766567230225,1.7394765615463257,0.526211671612265
2,art_painting,1.568406343460083,0.7675997018814087,0.2980535279805353
2,cartoon,0.30044475197792053,1.9624027013778687,0.5498938428874734
2,sketch,1.3718810081481934,2.5955755710601807,0.49397208121827413
3,photo,0.8445734977722168,1.94431471824646,0.5667655786350149
3,art_painting,1.5497334003448486,0.9073479175567627,0.2883211678832117
3,cartoon,0.20615461468696594,2.007072925567627,0.5414012738853503
3,sketch,1.5115066766738892,2.8210065364837646,0.47366751269035534
4,photo,0.7440117597579956,1.8672609329223633,0.5519287833827894
4,art_painting,1.3133515119552612,0.9943299293518066,0.3041362530413625
4,cartoon,0.18025413155555725,1.8255705833435059,0.5711252653927813
4,sketch,1.2115914821624756,2.7355170249938965,0.567258883248731
5,photo,0.6715492010116577,2.057647466659546,0.5647873392680515
5,art_painting,1.245182752609253,0.8599874973297119,0.2798053527980535
5,cartoon,0.17586782574653625,1.7907116413116455,0.583864118895966
5,sketch,0.8708047270774841,2.5304195880889893,0.6246827411167513
6,photo,0.5989762544631958,1.9580552577972412,0.5539070227497528
6,art_painting,1.2026076316833496,1.2533321380615234,0.3065693430656934
6,cartoon,0.1280709058046341,1.909932255744934,0.5753715498938429
6,sketch,1.3867310285568237,2.5132315158843994,0.5913705583756346
7,photo,0.4974578022956848,2.050175189971924,0.5855588526211671
7,art_painting,1.1470282077789307,1.201938509941101,0.3223844282238443
7,cartoon,0.10818485170602798,1.7876650094985962,0.564755838641189
7,sketch,0.7894915342330933,2.5965700149536133,0.6814720812182741
8,photo,0.4104212522506714,1.8712124824523926,0.5885262116716123
8,art_painting,0.9434102773666382,1.1951898336410522,0.2980535279805353
8,cartoon,0.10462997108697891,1.463514804840088,0.5690021231422505
8,sketch,0.9809786677360535,2.4354958534240723,0.6075507614213198
9,photo,0.43093737959861755,1.9119415283203125,0.5835806132542037
9,art_painting,0.8304833769798279,1.294395089149475,0.30170316301703165
9,cartoon,0.13214868307113647,1.534462332725525,0.5562632696390658
9,sketch,0.9476867914199829,2.4350476264953613,0.6526015228426396
10,photo,0.33954524993896484,1.7055370807647705,0.582591493570722
10,art_painting,1.0140819549560547,1.2330201864242554,0.2907542579075426
10,cartoon,0.18169225752353668,1.3403276205062866,0.554140127388535
10,sketch,0.8468902111053467,2.350801944732666,0.640228426395939
11,photo,0.3390369117259979,1.819007396697998,0.5667655786350149
11,art_painting,0.7248188257217407,1.1606357097625732,0.2956204379562044
11,cartoon,0.14371584355831146,1.3711823225021362,0.5668789808917197
11,sketch,2.399387836456299,2.286932945251465,0.5396573604060914
12,photo,0.27246618270874023,1.712935447692871,0.5885262116716122
12,art_painting,0.6176415681838989,1.0128233432769775,0.3260340632603406
12,cartoon,0.10739467293024063,1.2512296438217163,0.5668789808917197
12,sketch,0.8301458358764648,1.9895051717758179,0.6453045685279188
13,photo,0.23302173614501953,1.5295066833496094,0.5984174085064292
13,art_painting,0.5101271271705627,1.0813612937927246,0.3138686131386861
13,cartoon,0.19186989963054657,1.2197917699813843,0.5668789808917197
13,sketch,3.9403457641601562,2.3836617469787598,0.5672588832487309
14,photo,0.23587453365325928,1.5645291805267334,0.5934718100890207
14,art_painting,0.6509394645690918,1.1995494365692139,0.3175182481751825
14,cartoon,0.22068475186824799,1.271733283996582,0.5668789808917197
14,sketch,0.5104585886001587,2.079789400100708,0.7195431472081217
15,photo,0.6585447192192078,1.4614129066467285,0.5786350148367952
15,art_painting,0.6764352917671204,1.0144912004470825,0.3236009732360097
15,cartoon,0.153665229678154,1.23189377784729,0.5605095541401274
15,sketch,0.8137198686599731,2.125332832336426,0.7043147208121827
16,photo,0.451185405254364,1.401100516319275,0.582591493570722
16,art_painting,0.6508336067199707,1.1350183486938477,0.2956204379562044
16,cartoon,0.17960666120052338,1.2014952898025513,0.583864118895966
16,sketch,0.6955113410949707,2.0468757152557373,0.6776649746192893
17,photo,0.4970562160015106,1.4366436004638672,0.5717111770524234
17,art_painting,0.8701964616775513,1.1754589080810547,0.3126520681265207
17,cartoon,0.20578093826770782,1.1459254026412964,0.5859872611464968
17,sketch,0.6765159368515015,1.951610803604126,0.6843274111675126
18,photo,0.31992673873901367,1.4424095153808594,0.56973293768546
18,art_painting,0.4276379346847534,1.1714560985565186,0.33576642335766427
18,cartoon,0.15511557459831238,1.1939951181411743,0.583864118895966
18,sketch,0.5980161428451538,2.0861997604370117,0.6894035532994924
19,photo,0.13334360718727112,1.3237218856811523,0.5786350148367952
19,art_painting,0.4798140525817871,1.1745202541351318,0.32116788321167883
19,cartoon,0.22102202475070953,1.1504489183425903,0.5881104033970276
19,sketch,1.0363214015960693,2.05336856842041,0.657994923857868
20,photo,1.610398769378662,1.4497480392456055,0.559841740850643
20,art_painting,0.3767384886741638,1.0507159233093262,0.3114355231143552
20,cartoon,0.13546882569789886,1.09541654586792,0.5774946921443737
20,sketch,0.8908147811889648,1.9179134368896484,0.6376903553299493
21,photo,0.19900070130825043,1.2477505207061768,0.5806132542037586
21,art_painting,0.8407806754112244,1.172223448753357,0.3065693430656934
21,cartoon,0.15683604776859283,0.9706078171730042,0.5881104033970276
21,sketch,0.6220546364784241,1.7212402820587158,0.677030456852792
22,photo,0.2494959831237793,1.2223961353302002,0.6013847675568744
22,art_painting,0.44937074184417725,1.0043528079986572,0.31873479318734793
22,cartoon,0.22774314880371094,0.96961909532547,0.5817409766454352
22,sketch,0.8641951084136963,1.7365260124206543,0.6364213197969544
23,photo,0.5151896476745605,1.2460815906524658,0.5895153313550939
23,art_painting,0.2937815189361572,0.9310935735702515,0.32968369829683697
23,cartoon,0.27273136377334595,1.0290508270263672,0.5902335456475584
23,sketch,0.43528786301612854,1.7264577150344849,0.6954314720812182
24,photo,0.6373140811920166,1.2018892765045166,0.5885262116716122
24,art_painting,0.47646787762641907,1.0483367443084717,0.32116788321167883
24,cartoon,0.25810402631759644,0.9837971329689026,0.5774946921443737
24,sketch,0.3154754042625427,1.7322405576705933,0.6967005076142132
25,photo,0.196244478225708,1.1288127899169922,0.6013847675568743
25,art_painting,1.1256103515625,1.0079467296600342,0.30413625304136255
25,cartoon,0.2818601727485657,0.9944590330123901,0.5881104033970276
25,sketch,1.1186728477478027,1.6654365062713623,0.6294416243654822
26,photo,0.19707894325256348,1.1524889469146729,0.5855588526211671
