round,domain,gamma_dist,beta_dist
31,amazon,2.5687331799417734e-05,0.0020947058219462633
31,webcam,2.5195768103003502e-05,0.0021144114434719086
31,dslr,2.740992931649089e-05,0.0029687569476664066
32,caltech,3.0022143619135022e-05,0.0031084357760846615
32,amazon,2.682290505617857e-05,0.002178564202040434
32,webcam,2.6307214284315705e-05,0.00219865795224905
32,dslr,2.8649985324591398e-05,0.0030858784448355436
33,caltech,3.13305645249784e-05,0.00322555098682642
33,amazon,2.7968460926786065e-05,0.002262562047690153
33,webcam,2.7426896849647164e-05,0.0022829067893326283
33,dslr,2.990241046063602e-05,0.0032028667628765106
34,caltech,3.265251871198416e-05,0.0033423746936023235
34,amazon,2.9123038984835148e-05,0.002346501685678959
34,webcam,2.8555892640724778e-05,0.0023670820519328117
34,dslr,3.116711741313338e-05,0.003319615963846445
35,caltech,3.3985183108597994e-05,0.0034588079433888197
35,amazon,3.0285620596259832e-05,0.0024303668178617954
35,webcam,2.9694376280531287e-05,0.0024511325173079967
35,dslr,3.244628896936774e-05,0.0034360713325440884
36,caltech,3.5328062949702144e-05,0.003574802540242672
36,amazon,3.145751543343067e-05,0.0025141173973679543
36,webcam,3.083975752815604e-05,0.0025350204668939114
36,dslr,3.37379751726985e-05,0.0035521769896149635
37,caltech,3.6682322388514876e-05,0.0036903158761560917
37,amazon,3.263662802055478e-05,0.002597725484520197
37,webcam,3.199369530193508e-05,0.002618706552311778
37,dslr,3.5041215596720576e-05,0.003667907789349556
38,caltech,3.80475539714098e-05,0.003805389627814293
38,amazon,3.3824151614680886e-05,0.00268118386156857
38,webcam,3.315572394058108e-05,0.002702227095142007
38,dslr,3.635685425251722e-05,0.003783266758546233
39,caltech,3.942489274777472e-05,0.0039199586026370525
39,amazon,3.501964965835214e-05,0.0027644983492791653
39,webcam,3.432613448239863e-05,0.0027855418156832457
39,dslr,3.7683668779209256e-05,0.0038982380647212267
40,caltech,4.081480437889695e-05,0.004034111741930246
