round,domain,gamma_dist,beta_dist
60,caltech,5.230525857768953e-05,0.0012123998021706939
60,amazon,5.219544982537627e-05,0.0012633103178814054
60,webcam,5.223421612754464e-05,0.001285041682422161
60,dslr,5.2334973588585854e-05,0.0011442473623901606
61,caltech,5.3302792366594076e-05,0.001235382747836411
61,amazon,5.3188763558864594e-05,0.0012871052604168653
61,webcam,5.3228664910420775e-05,0.001309522078372538
61,dslr,5.3333555115386844e-05,0.00116612552665174
62,caltech,5.4300238844007254e-05,0.0012583592906594276
62,amazon,5.418193177320063e-05,0.0013108906568959355
62,webcam,5.422293907031417e-05,0.0013340003788471222
62,dslr,5.433207843452692e-05,0.0011880049714818597
63,caltech,5.5297656217589974e-05,0.0012813291978091002
63,amazon,5.517492536455393e-05,0.0013346662744879723
63,webcam,5.5217096814885736e-05,0.001358476234599948
63,dslr,5.533045623451471e-05,0.001209885929711163
64,caltech,5.6294898968189955e-05,0.0013042925857007504
64,amazon,5.616777343675494e-05,0.0013584319967776537
64,webcam,5.6211138144135475e-05,0.0013829495292156935
64,dslr,5.632880493067205e-05,0.0012317674700170755
65,caltech,5.729202530346811e-05,0.0013272492215037346
65,amazon,5.716050509363413e-05,0.001382187707349658
65,webcam,5.720488843508065e-05,0.0014074197970330715
65,dslr,5.73270081076771e-05,0.0012536498252302408
66,caltech,5.8289035223424435e-05,0.001350198988802731
66,amazon,5.8153062127530575e-05,0.0014059334062039852
66,webcam,5.819834768772125e-05,0.001431887038052082
66,dslr,5.8325123973190784e-05,0.0012755325296893716
67,caltech,5.928598693571985e-05,0.0013731417711824179
67,amazon,5.914535722695291e-05,0.0014296690933406353
67,webcam,5.919171962887049e-05,0.0014563510194420815
67,dslr,5.932303611189127e-05,0.0012974155833944678
68,caltech,6.0282734921202064e-05,0.0013960774522274733
68,amazon,6.013753591105342e-05,0.0014533947687596083
68,webcam,6.0184800531715155e-05,0.001480811508372426
68,dslr,6.0320773627609015e-05,0.0013192989863455296
69,caltech,6.127916276454926e-05,0.001419006148353219
69,amazon,6.112945266067982e-05,0.0014771104324609041
69,webcam,6.117764860391617e-05,0.0015052685048431158
69,dslr,6.131816189736128e-05,0.0013411820400506258
70,caltech,6.227538688108325e-05,0.0014419278595596552
70,amazon,6.212119478732347e-05,0.0015008160844445229
70,webcam,6.21703511569649e-05,0.001529721892438829
70,dslr,6.231540464796126e-05,0.0013630646280944347
71,caltech,6.32714363746345e-05,0.001464842353016138
71,amazon,6.311267497949302e-05,0.0015245119575411081
71,webcam,6.316287908703089e-05,0.0015541716711595654
71,dslr,6.331238546408713e-05,0.0013849465176463127
72,caltech,6.426728214137256e-05,0.0014877498615533113
72,amazon,6.41040678601712e-05,0.0015481975860893726
72,webcam,6.415511597879231e-05,0.0015786176081746817
72,dslr,6.430919165723026e-05,0.001406828174367547
73,caltech,6.52628077659756e-05,0.0015106502687558532
73,amazon,6.509519880637527e-05,0.0015718736685812473
73,webcam,6.51469745207578e-05,0.0016030597034841776
73,dslr,6.53056486044079e-05,0.0014287084341049194
74,caltech,6.62582169752568e-05,0.0015335436910390854
74,amazon,6.608600961044431e-05,0.0015955398557707667
74,webcam,6.613860023207963e-05,0.0016274979570880532
74,dslr,6.630196003243327e-05,0.0014505882281810045
75,caltech,6.725348066538572e-05,0.0015564300119876862
75,amazon,6.707650027237833e-05,0.0016191962640732527
75,webcam,6.713008042424917e-05,0.0016519322525709867
75,dslr,6.729818414896727e-05,0.0014724666252732277
76,caltech,6.824851152487099e-05,0.0015793093480169773
76,amazon,6.806664168834686e-05,0.001642843009904027
76,webcam,6.812118226662278e-05,0.0016763627063483
76,dslr,6.829426274634898e-05,0.0014943440910428762
