round,domain,acc
4,dslr,0.2338709677419355
5,dslr,0.25
6,dslr,0.3225806451612903
7,dslr,0.3225806451612903
8,dslr,0.3064516129032258
9,dslr,0.29838709677419356
10,dslr,0.29838709677419356
11,dslr,0.3064516129032258
12,dslr,0.3225806451612903
13,dslr,0.32258064516129037
14,dslr,0.3225806451612903
15,dslr,0.29032258064516125
16,dslr,0.3225806451612903
17,dslr,0.33064516129032256
18,dslr,0.31451612903225806
19,dslr,0.33870967741935487
20,dslr,0.33064516129032256
21,dslr,0.3387096774193548
22,dslr,0.3225806451612903
23,dslr,0.33064516129032256
24,dslr,0.3225806451612903
25,dslr,0.33870967741935487
26,dslr,0.3225806451612903
27,dslr,0.3306451612903226
28,dslr,0.3225806451612903
29,dslr,0.3225806451612903
30,dslr,0.3225806451612903
31,dslr,0.3225806451612903
32,dslr,0.3225806451612903
33,dslr,0.3225806451612903
34,dslr,0.3225806451612903
35,dslr,0.3225806451612903
36,dslr,0.3225806451612903
37,dslr,0.3225806451612903
38,dslr,0.3064516129032258
39,dslr,0.3225806451612903
40,dslr,0.33064516129032256
41,dslr,0.3225806451612903
42,dslr,0.3225806451612903
43,dslr,0.3225806451612903
44,dslr,0.3225806451612903
45,dslr,0.3225806451612903
46,dslr,0.33870967741935487
47,dslr,0.3225806451612903
48,dslr,0.3467741935483871
49,dslr,0.3306451612903226
50,dslr,0.33870967741935487
51,dslr,0.3306451612903226
52,dslr,0.3306451612903226
53,dslr,0.3306451612903226
54,dslr,0.33870967741935487
55,dslr,0.3225806451612903
56,dslr,0.3306451612903226
57,dslr,0.3306451612903226
58,dslr,0.3225806451612903
59,dslr,0.3306451612903226
60,dslr,0.3306451612903226
61,dslr,0.33870967741935487
62,dslr,0.3306451612903226
63,dslr,0.33870967741935487
64,dslr,0.33870967741935487
65,dslr,0.3306451612903226
66,dslr,0.33870967741935487
67,dslr,0.3306451612903226
68,dslr,0.33870967741935487
69,dslr,0.33064516129032256
70,dslr,0.3225806451612903
71,dslr,0.3225806451612903
72,dslr,0.3306451612903226
73,dslr,0.3306451612903226
74,dslr,0.3306451612903226
75,dslr,0.31451612903225806
76,dslr,0.3306451612903226
77,dslr,0.31451612903225806
78,dslr,0.3225806451612903
79,dslr,0.31451612903225806
80,dslr,0.3225806451612903
81,dslr,0.31451612903225806
82,dslr,0.3225806451612903
83,dslr,0.31451612903225806
84,dslr,0.3225806451612903
85,dslr,0.3225806451612903
86,dslr,0.31451612903225806
87,dslr,0.3225806451612903
88,dslr,0.31451612903225806
89,dslr,0.3225806451612903
90,dslr,0.3225806451612903
91,dslr,0.3225806451612903
92,dslr,0.3225806451612903
93,dslr,0.3225806451612903
94,dslr,0.3225806451612903
95,dslr,0.3225806451612903
96,dslr,0.31451612903225806
97,dslr,0.3225806451612903
98,dslr,0.31451612903225806
99,dslr,0.31451612903225806
