round,domain,train_loss,kl_loss,acc
0,caltech,2.1050612926483154,0.010269350372254848,0.22074074074074077
0,amazon,1.6043024063110352,0.00843030121177435,0.3671875
0,webcam,1.6361334323883057,0.009400985203683376,0.4827586206896552
0,dslr,2.226864814758301,0.0015174985164776444,0.23387096774193547
1,caltech,1.4254658222198486,0.9788920283317566,0.2874074074074074
1,amazon,0.6978271007537842,0.8294107913970947,0.5338541666666667
1,webcam,0.4292644262313843,1.021329402923584,0.5862068965517241
1,dslr,3.958728313446045,2.084158420562744,0.17741935483870966
2,caltech,1.1975957155227661,1.0780770778656006,0.3259259259259259
2,amazon,0.423733651638031,0.9339547157287598,0.5989583333333333
2,webcam,0.0877256840467453,1.2474182844161987,0.7241379310344828
2,dslr,2.400496482849121,1.5238536596298218,0.20161290322580644
3,caltech,0.7093383073806763,1.1793239116668701,0.3466666666666667
3,amazon,0.2773895263671875,0.9864901304244995,0.5755208333333333
3,webcam,0.04254304990172386,1.1790434122085571,0.7758620689655172
3,dslr,1.2094814777374268,1.4101321697235107,0.3064516129032258
4,caltech,0.5057098269462585,1.115813970565796,0.3762962962962963
4,amazon,0.22671687602996826,1.0436315536499023,0.59375
4,webcam,0.0909295603632927,1.3123068809509277,0.7586206896551724
4,dslr,0.2644428014755249,1.3010187149047852,0.31451612903225806
5,caltech,0.6914352178573608,1.1219727993011475,0.36000000000000004
5,amazon,0.16523629426956177,1.0986509323120117,0.5833333333333334
5,webcam,0.04265740141272545,1.3679406642913818,0.6551724137931034
5,dslr,0.09395334124565125,1.3281669616699219,0.3225806451612903
6,caltech,0.317724347114563,1.1689785718917847,0.3940740740740741
6,amazon,0.12196394801139832,1.1186368465423584,0.6145833333333334
6,webcam,0.01597747765481472,1.5010361671447754,0.6724137931034483
6,dslr,0.13399899005889893,1.4969699382781982,0.27419354838709675
7,caltech,0.254641056060791,1.2125877141952515,0.37777777777777777
7,amazon,0.10308163613080978,1.1005840301513672,0.6067708333333333
7,webcam,0.009112134575843811,1.497495174407959,0.6896551724137931
7,dslr,0.15362752974033356,1.601413607597351,0.27419354838709675
8,caltech,0.15406587719917297,1.1813701391220093,0.3925925925925926
8,amazon,0.15508420765399933,1.0840494632720947,0.609375
8,webcam,0.012932496145367622,1.5344126224517822,0.6724137931034483
8,dslr,0.10312806069850922,1.6029565334320068,0.2661290322580645
9,caltech,0.21212100982666016,1.1872026920318604,0.39111111111111113
9,amazon,0.10275426506996155,1.1184563636779785,0.6067708333333333
9,webcam,0.011763283051550388,1.5342899560928345,0.7241379310344828
9,dslr,0.10361158102750778,1.6226866245269775,0.29838709677419356
10,caltech,0.19566908478736877,1.176892638206482,0.4118518518518519
10,amazon,0.07057788223028183,1.0682952404022217,0.609375
10,webcam,0.019647911190986633,1.5322898626327515,0.6896551724137931
