round,domain,avg_weight_across_classes,n_classes,G_avg_norm
0,photo,0.17706276369946344,7,0.9936001811708722
0,art_painting,0.22039230167865753,7,0.9936001811708722
0,cartoon,0.3734440856746265,7,0.9936001811708722
0,sketch,0.2291008404323033,7,0.9936001811708722
1,photo,0.15277743765286037,7,0.9935015099389213
1,art_painting,0.2408556980746133,7,0.9935015099389213
1,cartoon,0.3537614888378552,7,0.9935015099389213
1,sketch,0.2526053860783577,7,0.9935015099389213
2,photo,0.14357137999364308,7,0.993343004158565
2,art_painting,0.24230885931423732,7,0.993343004158565
2,cartoon,0.35301910021475386,7,0.993343004158565
2,sketch,0.2611006647348404,7,0.993343004158565
3,photo,0.14496804348060063,7,0.9931539808000837
3,art_painting,0.23106263365064347,7,0.9931539808000837
3,cartoon,0.3646354866879327,7,0.9931539808000837
3,sketch,0.2593338404382978,7,0.9931539808000837
4,photo,0.14217778721026011,7,0.9929441639355251
4,art_painting,0.22766682718481338,7,0.9929441639355251
4,cartoon,0.3736519707100732,7,0.9929441639355251
4,sketch,0.2565034202166966,7,0.9929441639355251
5,photo,0.14114297394241607,7,0.9927167807306562
5,art_painting,0.22592228863920485,7,0.9927167807306562
5,cartoon,0.37649392017296385,7,0.9927167807306562
5,sketch,0.25644080340862274,7,0.9927167807306562
6,photo,0.144938730767795,7,0.9924802098955426
6,art_painting,0.22106541054589407,7,0.9924802098955426
6,cartoon,0.38371287073407856,7,0.9924802098955426
6,sketch,0.25028298582349506,7,0.9924802098955426
7,photo,0.14470528491905757,7,0.9922288060188293
7,art_painting,0.22329512664249965,7,0.9922288060188293
7,cartoon,0.3818166958434241,7,0.9922288060188293
7,sketch,0.25018290323870523,7,0.9922288060188293
8,photo,0.14488005957433156,7,0.9919619475092206
8,art_painting,0.21954565921000072,7,0.9919619475092206
8,cartoon,0.38639175466128756,7,0.9919619475092206
8,sketch,0.24918254571301596,7,0.9919619475092206
9,photo,0.14633860758372716,7,0.9916900140898568
9,art_painting,0.22219079094273703,7,0.9916900140898568
9,cartoon,0.38526217213698793,7,0.9916900140898568
9,sketch,0.24620841869286128,7,0.9916900140898568
10,photo,0.14459506848028728,7,0.9914031113897052
10,art_painting,0.21843126203332627,7,0.9914031113897052
10,cartoon,0.3886462833200182,7,0.9914031113897052
10,sketch,0.24832739574568613,7,0.9914031113897052
11,photo,0.1443465639437948,7,0.9911131688526699
11,art_painting,0.2168330784354891,7,0.9911131688526699
11,cartoon,0.3913040374006544,7,0.9911131688526699
11,sketch,0.247516325541905,7,0.9911131688526699
12,photo,0.14434963571173803,7,0.9908128721373421
12,art_painting,0.21074563264846802,7,0.9908128721373421
12,cartoon,0.3956252336502075,7,0.9908128721373421
12,sketch,0.24927950969764165,7,0.9908128721373421
13,photo,0.1444230569260461,7,0.9905101827212742
13,art_painting,0.215614524270807,7,0.9905101827212742
13,cartoon,0.39371633316789356,7,0.9905101827212742
13,sketch,0.24624607818467276,7,0.9905101827212742
14,photo,0.14676903294665472,7,0.9902093155043465
14,art_painting,0.20982352644205093,7,0.9902093155043465
14,cartoon,0.39977503035749706,7,0.9902093155043465
14,sketch,0.2436323825802122,7,0.9902093155043465
15,photo,0.14510376964296615,7,0.9899053999355861
15,art_painting,0.2100342714360782,7,0.9899053999355861
15,cartoon,0.3976005124194281,7,0.9899053999355861
15,sketch,0.24726144756589616,7,0.9899053999355861
16,photo,0.14413846390587942,7,0.9896004029682705
16,art_painting,0.20972334912845067,7,0.9896004029682705
16,cartoon,0.39829606669289724,7,0.9896004029682705
16,sketch,0.24784213304519653,7,0.9896004029682705
17,photo,0.148317032626697,7,0.9892959679876056
17,art_painting,0.21014997682401113,7,0.9892959679876056
17,cartoon,0.3969526525054659,7,0.9892959679876056
17,sketch,0.24458033485072,7,0.9892959679876056
18,photo,0.14839372890336172,7,0.9889902557645526
18,art_painting,0.20681977910654886,7,0.9889902557645526
18,cartoon,0.39487059840134214,7,0.9889902557645526
18,sketch,0.2499159084899085,7,0.9889902557645526
19,photo,0.1485923911843981,7,0.9886826702526638
19,art_painting,0.20799214180026734,7,0.9886826702526638
19,cartoon,0.39264523557254244,7,0.9886826702526638
19,sketch,0.25077021760599955,7,0.9886826702526638
20,photo,0.148394946541105,7,0.9883777839796883
20,art_painting,0.21400399399655207,7,0.9883777839796883
20,cartoon,0.39324259757995605,7,0.9883777839796883
20,sketch,0.24435846933296748,7,0.9883777839796883
21,photo,0.15022703047309602,7,0.9880731872149876
21,art_painting,0.2077673865216119,7,0.9880731872149876
21,cartoon,0.3945604477609907,7,0.9880731872149876
21,sketch,0.24744514695235661,7,0.9880731872149876
22,photo,0.1504975227372987,7,0.9877685223306928
22,art_painting,0.2082195622580392,7,0.9877685223306928
22,cartoon,0.3934712601559503,7,0.9877685223306928
22,sketch,0.24781163675444468,7,0.9877685223306928
23,photo,0.1506058488573347,7,0.9874647855758667
23,art_painting,0.2057696527668408,7,0.9874647855758667
23,cartoon,0.3954482546874455,7,0.9874647855758667
23,sketch,0.24817623623779841,7,0.9874647855758667
24,photo,0.15091368343148912,7,0.9871607848576137
24,art_painting,0.2080765622002738,7,0.9871607848576137
24,cartoon,0.39468043616839815,7,0.9871607848576137
24,sketch,0.24632929052625382,7,0.9871607848576137
25,photo,0.15080659304346358,7,0.9868594067437308
25,art_painting,0.20899668761662074,7,0.9868594067437308
25,cartoon,0.3950640537909099,7,0.9868594067437308
25,sketch,0.24513267619269236,7,0.9868594067437308
26,photo,0.1513340941497258,7,0.9865587779453823
26,art_painting,0.20971241699797766,7,0.9865587779453823
26,cartoon,0.3941963868481772,7,0.9865587779453823
26,sketch,0.2447570902960641,7,0.9865587779453823
27,photo,0.15380031296185084,7,0.9862583875656128
27,art_painting,0.21195102057286672,7,0.9862583875656128
27,cartoon,0.39044173061847687,7,0.9862583875656128
27,sketch,0.24380692413875035,7,0.9862583875656128
28,photo,0.15360381879976817,7,0.9859583803585598
28,art_painting,0.21179630075182235,7,0.9859583803585598
28,cartoon,0.3899594907249723,7,0.9859583803585598
28,sketch,0.24464039504528046,7,0.9859583803585598
29,photo,0.15499151604516165,7,0.9856602549552917
29,art_painting,0.2097305953502655,7,0.9856602549552917
29,cartoon,0.389996383871351,7,0.9856602549552917
29,sketch,0.2452814770596368,7,0.9856602549552917
30,photo,0.15460138767957687,7,0.9853640283857074
30,art_painting,0.21002934553793498,7,0.9853640283857074
30,cartoon,0.3897270496402468,7,0.9853640283857074
30,sketch,0.2456421979836055,7,0.9853640283857074
31,photo,0.1549211942723819,7,0.9850694537162781
31,art_painting,0.20967309602669307,7,0.9850694537162781
31,cartoon,0.3894744749580111,7,0.9850694537162781
31,sketch,0.2459312230348587,7,0.9850694537162781
32,photo,0.1549574232527188,7,0.9847764032227653
32,art_painting,0.21066086845738546,7,0.9847764032227653
32,cartoon,0.38852395330156597,7,0.9847764032227653
32,sketch,0.24585776456764766,7,0.9847764032227653
33,photo,0.1554453202656337,7,0.9844859072140285
33,art_painting,0.20977073162794113,7,0.9844859072140285
33,cartoon,0.38857753787721905,7,0.9844859072140285
33,sketch,0.24620641767978668,7,0.9844859072140285
34,photo,0.15543378783123835,7,0.9841969268662589
34,art_painting,0.20994608849287033,7,0.9841969268662589
34,cartoon,0.3883530156952994,7,0.9841969268662589
34,sketch,0.24626710372311728,7,0.9841969268662589
35,photo,0.1551038356763976,7,0.9839097602026803
35,art_painting,0.2090528437069484,7,0.9839097602026803
35,cartoon,0.38859663690839497,7,0.9839097602026803
35,sketch,0.247246686901365,7,0.9839097602026803
36,photo,0.15392753907612391,7,0.9836256333759853
36,art_painting,0.20793688935892923,7,0.9836256333759853
36,cartoon,0.38814535311290194,7,0.9836256333759853
36,sketch,0.24999023335320608,7,0.9836256333759853
37,photo,0.1570107021502086,7,0.9833424261638096
37,art_painting,0.20845365950039454,7,0.9833424261638096
37,cartoon,0.3869443173919405,7,0.9833424261638096
37,sketch,0.24759134437356675,7,0.9833424261638096
38,photo,0.1570869226540838,7,0.9830614413533892
38,art_painting,0.2083505956189973,7,0.9830614413533892
38,cartoon,0.38656436119760784,7,0.9830614413533892
38,sketch,0.24799810988562448,7,0.9830614413533892
39,photo,0.15492707065173558,7,0.9827827555792672
39,art_painting,0.20832046014922007,7,0.9827827555792672
39,cartoon,0.3880519675357001,7,0.9827827555792672
39,sketch,0.248700527208192,7,0.9827827555792672
40,photo,0.15801643473761423,7,0.9825057898248944
40,art_painting,0.20911442381995066,7,0.9825057898248944
40,cartoon,0.38640414816992624,7,0.9825057898248944
40,sketch,0.2464649954012462,7,0.9825057898248944
41,photo,0.1599058998482568,7,0.9822304759706769
41,art_painting,0.2082322080220495,7,0.9822304759706769
41,cartoon,0.38530324399471283,7,0.9822304759706769
41,sketch,0.2465586598430361,7,0.9822304759706769
42,photo,0.16055369164262498,7,0.9819571120398385
42,art_painting,0.2081532201596669,7,0.9819571120398385
42,cartoon,0.38538700555052074,7,0.9819571120398385
42,sketch,0.24590608051845006,7,0.9819571120398385
43,photo,0.16002238861152104,7,0.981685493673597
43,art_painting,0.2078276446887425,7,0.981685493673597
43,cartoon,0.386068908231599,7,0.981685493673597
43,sketch,0.24608104143823897,7,0.981685493673597
44,photo,0.15990545919963292,7,0.9814161658287048
44,art_painting,0.20779315275805338,7,0.9814161658287048
44,cartoon,0.38619284118924824,7,0.9814161658287048
44,sketch,0.24610854259559087,7,0.9814161658287048
45,photo,0.16149286606482097,7,0.9811487453324454
45,art_painting,0.20741830446890422,7,0.9811487453324454
45,cartoon,0.38555795167173657,7,0.9811487453324454
45,sketch,0.24553089056696212,7,0.9811487453324454
45,photo,0.16149286606482097,7,0.9811487453324454
45,art_painting,0.20741830446890422,7,0.9811487453324454
45,cartoon,0.38555795167173657,7,0.9811487453324454
45,sketch,0.24553089056696212,7,0.9811487453324454
46,photo,0.16219473843063628,7,0.9808828745569501
46,art_painting,0.20750437144722259,7,0.9808828745569501
46,cartoon,0.3847937690360205,7,0.9808828745569501
46,sketch,0.24550713385854447,7,0.9808828745569501
47,photo,0.1628466078213283,7,0.9806189792496818
47,art_painting,0.20696846821478435,7,0.9806189792496818
47,cartoon,0.3845461628266743,7,0.9806189792496818
47,sketch,0.24563877071653092,7,0.9806189792496818
48,photo,0.16290348448923656,7,0.9803572211946759
48,art_painting,0.2066438900572913,7,0.9803572211946759
48,cartoon,0.38456050625869204,7,0.9803572211946759
48,sketch,0.24589210322925023,7,0.9803572211946759
49,photo,0.16315130995852606,7,0.9800978558404105
49,art_painting,0.20626426807471684,7,0.9800978558404105
49,cartoon,0.3847797619444983,7,0.9800978558404105
49,sketch,0.24580468450273787,7,0.9800978558404105
50,photo,0.16343901306390762,7,0.9798406107085091
50,art_painting,0.20620465172188623,7,0.9798406107085091
50,cartoon,0.3848353496619633,7,0.9798406107085091
50,sketch,0.24552098555224283,7,0.9798406107085091
51,photo,0.16406123233692987,7,0.9795855454036168
51,art_painting,0.20587367990187236,7,0.9795855454036168
51,cartoon,0.38453792887074606,7,0.9795855454036168
51,sketch,0.24552716314792633,7,0.9795855454036168
52,photo,0.1644706523844174,7,0.9793324811117989
52,art_painting,0.20554679525750025,7,0.9793324811117989
52,cartoon,0.38492551871708464,7,0.9793324811117989
52,sketch,0.24505702725478581,7,0.9793324811117989
53,photo,0.16452398470469884,7,0.9790818520954677
53,art_painting,0.20532512026173727,7,0.9790818520954677
53,cartoon,0.3849003293684551,7,0.9790818520954677
53,sketch,0.24525055502142226,7,0.9790818520954677
54,photo,0.1655322430389268,7,0.9788330537932259
54,art_painting,0.20537668573004858,7,0.9788330537932259
54,cartoon,0.3843850088971002,7,0.9788330537932259
54,sketch,0.24470606446266174,7,0.9788330537932259
55,photo,0.16541026000465667,7,0.9785866822515216
55,art_painting,0.2050580850669316,7,0.9785866822515216
55,cartoon,0.384572514465877,7,0.9785866822515216
55,sketch,0.24495914365564073,7,0.9785866822515216
56,photo,0.1653130895325116,7,0.9783425416265216
56,art_painting,0.20488973600523813,7,0.9783425416265216
56,cartoon,0.3846385585410254,7,0.9783425416265216
56,sketch,0.24515860208443233,7,0.9783425416265216
57,photo,0.16526121539728983,7,0.9781005723135812
57,art_painting,0.204818993806839,7,0.9781005723135812
57,cartoon,0.3850583199943815,7,0.9781005723135812
57,sketch,0.24486148996012552,7,0.9781005723135812
58,photo,0.16245656460523605,7,0.9778614299637931
58,art_painting,0.2041503499661173,7,0.9778614299637931
58,cartoon,0.38598836745534626,7,0.9778614299637931
58,sketch,0.24740471371582576,7,0.9778614299637931
59,photo,0.16628130951098033,7,0.977630751473563
59,art_painting,0.20468408720833914,7,0.977630751473563
59,cartoon,0.38833630084991455,7,0.977630751473563
59,sketch,0.24069833755493164,7,0.977630751473563
60,photo,0.16487961901085718,7,0.9773952535220555
60,art_painting,0.20579090075833456,7,0.9773952535220555
60,cartoon,0.38436001539230347,7,0.9773952535220555
60,sketch,0.24496944035802568,7,0.9773952535220555
61,photo,0.16920831905944006,7,0.9771641407694135
61,art_painting,0.20326129772833415,7,0.9771641407694135
61,cartoon,0.38508873752185274,7,0.9771641407694135
61,sketch,0.24244167123522078,7,0.9771641407694135
62,photo,0.16991794535091945,7,0.9769360933985028
62,art_painting,0.20401571903909957,7,0.9769360933985028
62,cartoon,0.38538505136966705,7,0.9769360933985028
62,sketch,0.24068123740809305,7,0.9769360933985028
63,photo,0.1691239071743829,7,0.9767044356891087
63,art_painting,0.20348628610372543,7,0.9767044356891087
63,cartoon,0.3836879347051893,7,0.9767044356891087
63,sketch,0.24370187520980835,7,0.9767044356891087
64,photo,0.17151044522012984,7,0.9764775889260429
64,art_painting,0.20029338342802866,7,0.9764775889260429
64,cartoon,0.3863367864063808,7,0.9764775889260429
64,sketch,0.24185939771788462,7,0.9764775889260429
65,photo,0.17143170003380095,7,0.9762510997908456
65,art_painting,0.201133916420596,7,0.9762510997908456
65,cartoon,0.38498917860644205,7,0.9762510997908456
65,sketch,0.24244520706789835,7,0.9762510997908456
66,photo,0.171845121043069,7,0.9760256409645081
66,art_painting,0.2022135704755783,7,0.9760256409645081
66,cartoon,0.38421750707285746,7,0.9760256409645081
66,sketch,0.24172378650733403,7,0.9760256409645081
67,photo,0.17135378931249892,7,0.9758025578090123
67,art_painting,0.2017924264073372,7,0.9758025578090123
67,cartoon,0.3845937294619424,7,0.9758025578090123
67,sketch,0.242260075041226,7,0.9758025578090123
68,photo,0.17170153026069915,7,0.9755797556468419
68,art_painting,0.2003463198031698,7,0.9755797556468419
68,cartoon,0.3846006563731602,7,0.9755797556468419
68,sketch,0.2433514999491828,7,0.9755797556468419
69,photo,0.17123186801161086,7,0.9753566128867013
69,art_painting,0.2028951761978013,7,0.9753566128867013
69,cartoon,0.38195318409374784,7,0.9753566128867013
69,sketch,0.24391976850373404,7,0.9753566128867013
70,photo,0.1718345209956169,7,0.9751362204551697
70,art_painting,0.20027403214148112,7,0.9751362204551697
70,cartoon,0.38390242201941355,7,0.9751362204551697
70,sketch,0.2439890397446496,7,0.9751362204551697
71,photo,0.17236910653965815,7,0.9749189189502171
71,art_painting,0.19735535021339143,7,0.9749189189502171
71,cartoon,0.3855317745889936,7,0.9749189189502171
71,sketch,0.244743783559118,7,0.9749189189502171
72,photo,0.17237824095146997,7,0.9747019324983869
72,art_painting,0.19711746275424957,7,0.9747019324983869
72,cartoon,0.385829787169184,7,0.9747019324983869
72,sketch,0.2446745080607278,7,0.9747019324983869
73,photo,0.17236544404711043,7,0.9744886755943298
73,art_painting,0.1971660384110042,7,0.9744886755943298
73,cartoon,0.38608595728874207,7,0.9744886755943298
73,sketch,0.24438255173819406,7,0.9744886755943298
74,photo,0.17249537578650884,7,0.9742777177265712
74,art_painting,0.19546327420643397,7,0.9742777177265712
74,cartoon,0.3874480128288269,7,0.9742777177265712
74,sketch,0.24459336059434073,7,0.9742777177265712
75,photo,0.17263471973793848,7,0.9740687097821917
75,art_painting,0.19540404954126903,7,0.9740687097821917
75,cartoon,0.3872947245836258,7,0.9740687097821917
75,sketch,0.24466651039464132,7,0.9740687097821917
76,photo,0.17244550159999303,7,0.9738618390900748
76,art_painting,0.19406556231634958,7,0.9738618390900748
76,cartoon,0.3883163013628551,7,0.9738618390900748
