round,domain,avg_weight_across_classes,n_classes,G_avg_norm
0,photo,0.1572370422737939,7,0.9892990248543876
0,art_painting,0.1604571927871023,7,0.9892990248543876
0,cartoon,0.46566303287233624,7,0.9892990248543876
0,sketch,0.2166427384529795,7,0.9892990248543876
1,photo,0.1354262860757964,7,0.9891424604824611
1,art_painting,0.19370799937418529,7,0.9891424604824611
1,cartoon,0.4297261152948652,7,0.9891424604824611
1,sketch,0.24113960138389043,7,0.9891424604824611
2,photo,0.1307311047400747,7,0.9889202543667385
2,art_painting,0.1909914995942797,7,0.9889202543667385
2,cartoon,0.4265018084219524,7,0.9889202543667385
2,sketch,0.25177557127816336,7,0.9889202543667385
3,photo,0.13076029292174748,7,0.9886646866798401
3,art_painting,0.19169885132993972,7,0.9886646866798401
3,cartoon,0.41967684030532837,7,0.9886646866798401
3,sketch,0.2578640143786158,7,0.9886646866798401
4,photo,0.13182928626026427,7,0.9883898496627808
4,art_painting,0.18953737616539001,7,0.9883898496627808
4,cartoon,0.41755240729876925,7,0.9883898496627808
4,sketch,0.26108095262731823,7,0.9883898496627808
5,photo,0.130106725863048,7,0.9880894763129098
5,art_painting,0.1882468866450446,7,0.9880894763129098
5,cartoon,0.42250980011054445,7,0.9880894763129098
5,sketch,0.2591365895101002,7,0.9880894763129098
6,photo,0.1294899731874466,7,0.987760101045881
6,art_painting,0.18164018435137613,7,0.987760101045881
6,cartoon,0.4315924176148006,7,0.987760101045881
6,sketch,0.25727743016821997,7,0.987760101045881
7,photo,0.1295084889445986,7,0.9874171955244881
7,art_painting,0.1831608670098441,7,0.9874171955244881
7,cartoon,0.43015606488500324,7,0.9874171955244881
7,sketch,0.2571745898042406,7,0.9874171955244881
8,photo,0.13137185892888478,7,0.9870639528547015
8,art_painting,0.18211136545453752,7,0.9870639528547015
8,cartoon,0.43309217052800314,7,0.9870639528547015
8,sketch,0.2534246008310999,7,0.9870639528547015
9,photo,0.1308823110801833,7,0.986697392804282
9,art_painting,0.18167893588542938,7,0.986697392804282
9,cartoon,0.431409301502364,7,0.986697392804282
9,sketch,0.25602941321475164,7,0.986697392804282
10,photo,0.13298096933535167,7,0.9863221304757255
10,art_painting,0.17927004184041703,7,0.9863221304757255
10,cartoon,0.4346917335476194,7,0.9863221304757255
10,sketch,0.25305723931108204,7,0.9863221304757255
11,photo,0.13418793784720556,7,0.9859479069709778
11,art_painting,0.17916435109717505,7,0.9859479069709778
11,cartoon,0.43697203270026613,7,0.9859479069709778
11,sketch,0.24967568474156515,7,0.9859479069709778
12,photo,0.13390730853591645,7,0.9855626055172512
12,art_painting,0.17679940802710398,7,0.9855626055172512
12,cartoon,0.440259439604623,7,0.9855626055172512
12,sketch,0.24903384170361928,7,0.9855626055172512
13,photo,0.13480395397969655,7,0.9851698619978768
